id,title,project_name,developer,community,city,property_type,bedrooms,bathrooms,size_sqft,price_aed,payment_plan,handover,status,amenities,nearby_landmarks,roi_hint,latitude,longitude,image_url,source,featured
SYN_0000,Apartment in Al Furjan - 2 Bed,Al Furjan Tower A,Robinson-Alvarez,Al Furjan,Dubai,Apartment,2,3,1243.0,1125525,40/60 post-handover,Q2 2026,Off-plan,"Security, Gym, Metro Access, Balcony, Pool, Parking",Al Furjan,,25.0515618131595,55.151810542521375,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0001,Apartment in Dubai Marina - 2 Bed,Dubai Marina Tower C,Washington-Ward,Dubai Marina,Dubai,Apartment,2,3,1149.0,1600737,Cash/Mortgage,Ready,Ready,"Pool, Parking, Security",Dubai Marina,,25.074957598281024,55.13800495142194,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0002,Apartment in Business Bay - 2 Bed,Business Bay Tower C,Daniel Group,Business Bay,Dubai,Apartment,2,3,1154.0,1174897,40/60 post-handover,Q2 2026,Off-plan,"Parking, Sea View, Pool, Balcony, Gym, Metro Access",Business Bay,,25.181063222202017,55.27146735592643,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0003,Villa in Al Furjan - 0 Bed,Al Furjan Villas,"Oliver, Randolph and Reyes",Al Furjan,Dubai,Villa,0,1,637.5,593950,Cash/Mortgage,Ready,Ready,"Sea View, Metro Access, Maids Room",Al Furjan,,25.04277588985166,55.146605596099185,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0004,Villa in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,"Richardson, Rasmussen and Edwards",Dubai Hills Estate,Dubai,Villa,2,3,1842.0,2420181,Cash/Mortgage,Ready,Ready,"Sea View, Security, Pool, Maids Room, Parking",Dubai Hills Estate,,25.107473596941293,55.239246774048524,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0005,Apartment in Al Furjan - 1 Bed,Al Furjan Tower C,"Johns, Castillo and Allen",Al Furjan,Dubai,Apartment,1,2,879.0,789879,Cash/Mortgage,Ready,Ready,"Maids Room, Security, Sea View",Al Furjan,,25.038804043780768,55.13983236132956,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0006,Apartment in Business Bay - 2 Bed,Business Bay Tower C,Richardson-Kane,Business Bay,Dubai,Apartment,2,3,1088.0,1071695,Cash/Mortgage,Ready,Ready,"Parking, Sea View, Gym, Security, Pool",Business Bay,,25.18609670855538,55.25693704817292,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0007,Townhouse in Al Furjan - 1 Bed,Al Furjan Villas,Walsh-Peters,Al Furjan,Dubai,Townhouse,1,2,807.0,741398,40/60 post-handover,Q1 2027,Off-plan,"Security, Pool, Metro Access, Sea View, Gym, Parking",Al Furjan,,25.049323028064745,55.14778235136293,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0008,Apartment in Downtown Dubai - 3 Bed,Downtown Dubai Tower C,Nichols Inc,Downtown Dubai,Dubai,Apartment,3,4,1387.0,2340430,50/50,Q4 2025,Off-plan,"Security, Maids Room, Balcony, Metro Access",Downtown Dubai,,25.19236102108445,55.282727354368255,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0009,Apartment in Palm Jumeirah - 1 Bed,Palm Jumeirah Tower A,Brown-Gonzalez,Palm Jumeirah,Dubai,Apartment,1,2,973.0,2147366,50/50,Q2 2026,Off-plan,"Pool, Parking, Balcony, Gym",Palm Jumeirah,7% Net Yield,25.120913647418117,55.141976641904336,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0010,Apartment in Creek Harbour - 3 Bed,Creek Harbour Tower B,Simpson-Wolf,Creek Harbour,Dubai,Apartment,3,4,1483.0,2072720,Cash/Mortgage,Ready,Ready,"Parking, Pool, Security, Sea View, Balcony, Metro Access",Creek Harbour,,25.186458187938033,55.3356687229884,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0011,Townhouse in Downtown Dubai - 4 Bed,Downtown Dubai Villas,Hayes PLC,Downtown Dubai,Dubai,Townhouse,4,5,1841.0,3154876,Cash/Mortgage,Ready,Ready,"Gym, Security, Parking, Pool",Downtown Dubai,,25.202192284107685,55.27504442636192,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0012,Townhouse in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,Harvey-Ferguson,Dubai Hills Estate,Dubai,Townhouse,2,3,1048.0,1253350,Cash/Mortgage,Ready,Ready,"Balcony, Parking, Metro Access, Gym, Pool, Security",Dubai Hills Estate,,25.120091171685548,55.22892260568165,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=600&h=400&fit=crop,synthetic,False
SYN_0013,Townhouse in Ajman Downtown - 1 Bed,Ajman Downtown Villas,"Schwartz, Mcguire and Campos",Ajman Downtown,Ajman,Townhouse,1,2,949.0,142039,40/60 post-handover,Q1 2027,Off-plan,"Security, Gym, Parking, Pool, Metro Access, Sea View",Ajman Downtown,,25.3992035927203,55.522750622684605,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0014,Penthouse in Al Furjan - 0 Bed,Al Furjan Villas,Parker LLC,Al Furjan,Dubai,Penthouse,0,1,561.0,521400,Cash/Mortgage,Ready,Ready,"Pool, Gym, Sea View",Al Furjan,,25.035381864067975,55.15548942944192,https://images.unsplash.com/photo-1600585152915-d208bec867a1?w=600&h=400&fit=crop,synthetic,False
SYN_0015,Apartment in Dubai Hills Estate - 3 Bed,Dubai Hills Estate Tower A,"Robinson, Cervantes and Horton",Dubai Hills Estate,Dubai,Apartment,3,4,1563.0,1828130,Cash/Mortgage,Ready,Ready,"Metro Access, Security, Pool",Dubai Hills Estate,,25.10639660957061,55.23376947194016,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0016,Apartment in Creek Harbour - 2 Bed,Creek Harbour Tower C,"Rios, Evans and Elliott",Creek Harbour,Dubai,Apartment,2,3,1118.0,1349702,60/40,Q4 2027,Off-plan,"Metro Access, Gym, Balcony, Maids Room",Creek Harbour,7% Net Yield,25.192527208863982,55.34595197291721,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0017,Apartment in Downtown Dubai - 0 Bed,Downtown Dubai Tower B,Foster Group,Downtown Dubai,Dubai,Apartment,0,1,693.0,980954,50/50,Q2 2026,Off-plan,"Balcony, Security, Pool, Sea View, Gym",Downtown Dubai,,25.20384566847324,55.28437038525702,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0018,Apartment in Jumeirah Village Circle - 0 Bed,Jumeirah Village Circle Tower C,Fernandez Group,Jumeirah Village Circle,Dubai,Apartment,0,1,537.0,402097,50/50,Q4 2025,Off-plan,"Sea View, Balcony, Pool, Parking, Maids Room",Jumeirah Village Circle,8% Net Yield,25.052383371916573,55.212454516737665,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0019,Villa in Jumeirah Village Circle - 0 Bed,Jumeirah Village Circle Villas,Porter Ltd,Jumeirah Village Circle,Dubai,Villa,0,1,880.5,663200,Cash/Mortgage,Ready,Ready,"Metro Access, Balcony, Parking, Maids Room",Jumeirah Village Circle,8% Net Yield,25.067859041745848,55.21377701856791,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=600&h=400&fit=crop,synthetic,False
SYN_0020,Apartment in Creek Harbour - 1 Bed,Creek Harbour Tower B,"Bradley, Knox and Weaver",Creek Harbour,Dubai,Apartment,1,2,767.0,1146806,Cash/Mortgage,Ready,Ready,"Metro Access, Gym, Maids Room",Creek Harbour,8% Net Yield,25.201569734788283,55.3417796411789,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0021,Penthouse in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,Simmons-Davis,Dubai Hills Estate,Dubai,Penthouse,2,3,1042.0,1522450,40/60 post-handover,Q4 2027,Off-plan,"Sea View, Pool, Balcony, Parking, Security, Metro Access",Dubai Hills Estate,,25.11322784223836,55.228912012321295,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0022,Apartment in Creek Harbour - 1 Bed,Creek Harbour Tower A,Keith-Olson,Creek Harbour,Dubai,Apartment,1,2,743.0,921964,50/50,Q2 2026,Off-plan,"Maids Room, Sea View, Metro Access, Security",Creek Harbour,6% Net Yield,25.19348532009295,55.3419013659566,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0023,Penthouse in Dubai Marina - 5 Bed,Dubai Marina Villas,Wolfe Ltd,Dubai Marina,Dubai,Penthouse,5,6,1907.0,2454396,60/40,Q4 2025,Off-plan,"Sea View, Pool, Security, Balcony",Dubai Marina,9% Net Yield,25.074825627548343,55.1332456809851,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0024,Townhouse in Dubai Hills Estate - 2 Bed,Dubai Hills Estate Villas,Adams-Anderson,Dubai Hills Estate,Dubai,Townhouse,2,3,1222.0,1591116,Cash/Mortgage,Ready,Ready,"Balcony, Pool, Parking, Gym",Dubai Hills Estate,,25.11362179405075,55.24229400395893,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=600&h=400&fit=crop,synthetic,False
SYN_0025,Apartment in Dubai Marina - 2 Bed,Dubai Marina Tower B,Jacobs Ltd,Dubai Marina,Dubai,Apartment,2,3,1080.0,1368786,Cash/Mortgage,Ready,Ready,"Security, Parking, Balcony, Sea View",Dubai Marina,,25.077132618926093,55.147874913407136,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0026,Villa in Al Furjan - 2 Bed,Al Furjan Villas,"Randolph, Chapman and Schneider",Al Furjan,Dubai,Villa,2,3,1816.5,1783264,Cash/Mortgage,Ready,Ready,"Maids Room, Pool, Security, Metro Access, Parking",Al Furjan,,25.04300821273384,55.144690606451235,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=600&h=400&fit=crop,synthetic,False
SYN_0027,Apartment in Business Bay - 0 Bed,Business Bay Tower B,Stevens Inc,Business Bay,Dubai,Apartment,0,1,699.0,741062,60/40,Q4 2025,Off-plan,"Metro Access, Gym, Security, Maids Room, Sea View, Parking",Business Bay,9% Net Yield,25.17784218257101,55.261632352101934,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0028,Apartment in Jumeirah Village Circle - 2 Bed,Jumeirah Village Circle Tower C,Murray-Meyer,Jumeirah Village Circle,Dubai,Apartment,2,3,1156.0,914231,50/50,Q4 2027,Off-plan,"Metro Access, Balcony, Pool, Sea View, Security, Gym",Jumeirah Village Circle,7% Net Yield,25.05505288570344,55.20108540455013,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=600&h=400&fit=crop,synthetic,False
SYN_0029,Townhouse in Al Furjan - 2 Bed,Al Furjan Villas,Sanders LLC,Al Furjan,Dubai,Townhouse,2,3,1042.0,947457,1% Monthly,Q2 2026,Off-plan,"Pool, Gym, Security, Metro Access, Parking",Al Furjan,7% Net Yield,25.04435783032115,55.1534298653268,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
SYN_0030,Apartment in Jumeirah Village Circle - 1 Bed,Jumeirah Village Circle Tower A,Perkins-Hughes,Jumeirah Village Circle,Dubai,Apartment,1,2,795.0,746723,Cash/Mortgage,Ready,Ready,"Parking, Balcony, Gym",Jumeirah Village Circle,8% Net Yield,25.054316484472334,55.206643702194235,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0031,Apartment in Dubai Marina - 2 Bed,Dubai Marina Tower B,Wright LLC,Dubai Marina,Dubai,Apartment,2,3,1155.0,1567498,Cash/Mortgage,Ready,Ready,"Pool, Parking, Metro Access",Dubai Marina,,25.089980035780844,55.14479715149463,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0032,Apartment in Ajman Downtown - 0 Bed,Ajman Downtown Tower C,Phelps Inc,Ajman Downtown,Ajman,Apartment,0,1,627.0,104023,Cash/Mortgage,Ready,Ready,"Balcony, Parking, Sea View, Metro Access, Maids Room",Ajman Downtown,,25.40863116388836,55.50733778030837,https://images.unsplash.com/photo-1505691938895-1758d7feb511?w=600&h=400&fit=crop,synthetic,False
SYN_0033,Penthouse in Business Bay - 2 Bed,Business Bay Villas,Butler Inc,Business Bay,Dubai,Penthouse,2,3,1187.0,1543284,60/40,Q2 2026,Off-plan,"Parking, Gym, Balcony, Pool, Security",Business Bay,,25.175924836316952,55.25995566155932,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=600&h=400&fit=crop,synthetic,False
SYN_0034,Apartment in Palm Jumeirah - 2 Bed,Palm Jumeirah Tower B,Gentry LLC,Palm Jumeirah,Dubai,Apartment,2,3,1136.0,2571341,60/40,Q2 2026,Off-plan,"Security, Maids Room, Pool, Sea View, Parking",Palm Jumeirah,9% Net Yield,25.11756896709795,55.13430733233768,https://images.unsplash.com/photo-1522771739844-6a9f6d5f14af?w=600&h=400&fit=crop,synthetic,False
SYN_0035,Apartment in Creek Harbour - 3 Bed,Creek Harbour Tower C,Phillips PLC,Creek Harbour,Dubai,Apartment,3,4,1510.0,2239814,Cash/Mortgage,Ready,Ready,"Sea View, Gym, Pool, Metro Access",Creek Harbour,5% Net Yield,25.199108032627574,55.353810397139455,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=600&h=400&fit=crop,synthetic,False
SYN_0036,Villa in Jumeirah Village Circle - 3 Bed,Jumeirah Village Circle Villas,Thompson-Manning,Jumeirah Village Circle,Dubai,Villa,3,4,2397.0,1948772,Cash/Mortgage,Ready,Ready,"Security, Maids Room, Pool, Parking",Jumeirah Village Circle,8% Net Yield,25.05378098599699,55.20143376916759,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=600&h=400&fit=crop,synthetic,False
SYN_0037,Townhouse in Ajman Downtown - 2 Bed,Ajman Downtown Villas,Waters LLC,Ajman Downtown,Ajman,Townhouse,2,3,1277.0,231757,Cash/Mortgage,Ready,Ready,"Pool, Metro Access, Balcony, Sea View, Gym",Ajman Downtown,,25.401553861862844,55.51709518887974,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=600&h=400&fit=crop,synthetic,False
